Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Original Input3,Original Input12,Average Input
1.5619999999999998,2.258,-0.9951453462808282,2.654,0.1648,0.1575,0.1807,0.177,0.376,1.117,1.0859999999999999,0.6687279151943462,3.313,5.443,0.783881880742793
1.4380000000000002,2.57,-1.1163081821196432,2.77,0.1282,0.09277,0.1599,0.06836,0.2795,1.345,1.056,0.5839222614840995,3.1689999999999996,5.347,0.7812786732803713
1.406,2.239,-1.1524887511548443,2.9389999999999996,0.3625,0.19899999999999998,0.1526,0.1697,0.188,1.129,1.083,0.5848056537102474,3.1260000000000003,5.348,0.7750097418796168
1.6440000000000001,2.3169999999999997,-1.0742377530089435,2.542,0.3284,0.1782,0.2771,0.155,0.2307,1.194,1.046,0.2526501766784449,3.219,4.9719999999999995,0.7575677019724584
1.3780000000000001,2.375,-1.1937177716833303,2.708,0.4041,0.2209,0.1196,0.1892,0.2246,1.141,1.069,0.91696113074205,3.077,5.724,0.7960536132548933
1.537,2.379,-0.9900968947875444,2.772,0.2209,0.2161,0.3027,0.1611,0.2551,1.13,1.0070000000000001,0.5167844522968199,3.319,5.271,0.792298963125773
1.5830000000000002,2.33,-0.9951453462808282,2.8110000000000004,0.2246,0.166,0.1892,0.0,0.2222,1.1909999999999998,1.121,0.4593639575971737,3.313,5.206,0.7751848842763621
1.527,2.103,-1.1524887511548443,2.8480000000000003,0.2136,0.2051,0.1904,0.1038,0.2319,1.248,1.0070000000000001,0.8295053003533572,3.1260000000000003,5.625,0.7795680457665428
1.819,2.39,-1.125563676523997,2.511,0.2722,0.1355,0.1721,0.09277,0.1062,1.125,1.03,0.5848056537102474,3.158,5.348,0.759417664765521
1.5730000000000002,2.3680000000000003,-1.01449774367175,2.8689999999999998,0.1562,0.2515,0.2393,0.1013,0.249,1.1840000000000002,0.9717,0.5918727915194347,3.29,5.356,0.7950312539873071
1.516,2.358,-1.1482817082437744,2.8160000000000003,0.1514,0.1538,0.2332,0.1489,0.1819,1.205,1.053,0.2924028268551233,3.1310000000000002,5.0169999999999995,0.7467767598842792
1.63,2.267,-1.1289293108528529,2.9189999999999996,0.3027,0.1392,0.1184,0.2039,0.06836,1.095,0.9729,0.29505300353356867,3.154,5.02,0.740215307723393
1.4969999999999999,2.279,-1.1053698705508612,2.947,0.282,0.1831,0.2356,0.127,0.2698,1.195,1.101,0.458480565371025,3.182,5.205,0.7891342245683469
1.6880000000000002,2.366,-0.9640132287389106,3.043,0.2515,0.1685,0.23800000000000002,0.1562,0.3662,1.187,1.094,0.5689045936395762,3.35,5.33,0.8469409470750554
1.7409999999999999,2.273,-1.0632994414401618,3.0589999999999997,0.1575,0.2051,0.2222,0.1648,0.2576,1.251,1.016,0.614840989399294,3.2319999999999998,5.382000000000001,0.8248951289965943
1.703,2.247,-0.9497092828412728,3.052,0.2759,0.07446,0.1758,0.1221,0.2356,1.2,1.079,0.657243816254417,3.367,5.43,0.8226995444510954
2.6430000000000002,2.142,-0.8689340589487295,3.1210000000000004,0.2271,0.271,0.1782,0.0708,0.2209,1.2009999999999998,1.102,0.875441696113075,3.463,5.6770000000000005,0.9319589697636955
3.1510000000000002,2.3169999999999997,-0.9581233686634129,3.575,0.1599,0.08179,0.2661,0.1807,0.19899999999999998,1.107,1.051,0.05300353356890505,3.3569999999999998,4.746,0.9319475137421244
3.923,2.207,-0.565185560769479,4.6419999999999995,0.6702,0.3186,0.4956,0.2136,0.4333,1.167,0.9119,0.4275618374558305,3.824,5.17,1.2370480230571956
4.102,2.019,0.2400424524093109,5.681,1.2819999999999998,0.426,0.8521,0.3638,0.8264,1.251,1.205,0.4575971731448763,4.781000000000001,5.204,1.5588283021295155
4.435,2.086,0.18366807740097263,5.864,1.7069999999999999,0.7373,0.7909999999999999,0.4675,1.4669999999999999,1.4669999999999999,1.31,0.9434628975265017,4.7139999999999995,5.754,1.7882442479106224
4.103,1.963,0.6573811091874501,5.877999999999999,1.8419999999999999,0.9705,0.8752,0.5347,1.912,1.81,2.312,0.20848056537102458,5.277,4.922,1.922188472879873
4.457,1.788,0.8349183200346016,5.916,2.103,1.232,1.025,0.5664,2.081,3.182,5.317,0.34982332155477036,5.4879999999999995,5.082,2.404345136799114
4.515,1.7790000000000001,0.9628124245311284,5.952999999999999,2.219,1.401,1.147,0.4736,2.206,5.111000000000001,5.526,0.7871024734982343,5.64,5.577000000000001,2.673376241502447
4.258,1.761,1.078926808876659,5.916,2.175,1.6019999999999999,1.058,0.5981,2.228,5.15,5.244,0.6431095406360424,5.778,5.414,2.6426780291260585
4.493,1.6980000000000002,1.053684551410239,5.886,2.383,1.676,1.202,0.4077,2.456,5.004,5.393,0.008833922261484698,5.747999999999999,4.696000000000001,2.6384348728059765
4.563,1.6269999999999998,1.0764025831300177,5.979,2.294,1.848,0.9766,0.6555,2.311,5.061,5.502999999999999,0.9514134275618377,5.775,5.763,2.737159667557655
4.3919999999999995,1.51,0.6556982920230222,5.972,2.551,1.915,1.1840000000000002,0.5615,2.307,5.0,5.447,0.9567137809187284,5.275,5.769,2.7043260060784786
4.409,1.44,0.810517471150396,5.972,2.4819999999999998,2.002,1.0070000000000001,0.5774,2.3819999999999997,5.1979999999999995,5.462999999999999,0.6130742049469966,5.459,5.38,2.696332639674783
4.398,1.5390000000000001,0.7911650737594744,5.962000000000001,2.573,2.04,1.013,0.7031,2.4619999999999997,5.105,5.261,0.3445229681978805,5.436,5.0760000000000005,2.682649003496446
4.441,1.538,0.753301687559845,5.959,2.616,2.136,1.195,0.6311,2.5610000000000004,5.105,5.537999999999999,0.14840989399293303,5.391,4.854,2.7184842984627315
4.419,1.4580000000000002,1.1024862491786511,5.886,2.572,2.029,1.244,0.6555,2.395,5.106,5.403,0.7455830388692585,5.806,5.53,2.7512974406706587
4.578,1.421,0.7499360532309893,5.975,2.7539999999999996,2.129,1.1440000000000001,0.7983,2.468,5.087,5.426,0.40017667844522925,5.3870000000000005,5.138999999999999,2.7442010609730176
4.562,1.345,1.1176316036585028,5.9479999999999995,2.5069999999999997,2.1180000000000003,1.162,0.5127,2.346,5.125,5.321000000000001,0.31537102473498263,5.824,5.043,2.6983085523661234
4.427,1.167,0.8988653722828653,5.962999999999999,2.603,2.2030000000000003,1.113,0.6995,2.394,5.002,5.4239999999999995,0.6289752650176678,5.564,5.398,2.7102783864417113
4.57,1.3230000000000002,0.7608743647997711,5.977,2.5269999999999997,2.108,0.9351,0.6445,2.448,5.033,5.566,0.06625441696113092,5.4,4.761,2.663227398480075
4.4430000000000005,1.284,0.7608743647997711,5.907,2.524,2.1830000000000003,1.198,0.5896,2.5,5.074,5.492000000000001,0.7323321554770318,5.4,5.515,2.723983876689734
4.421,1.348,1.1353011838849965,5.9110000000000005,2.483,2.1830000000000003,1.14,0.7788,2.3930000000000002,5.155,5.547999999999999,0.7332155477031805,5.845,5.516,2.769109727632349
4.526,1.177,1.0528431428280263,5.896,2.365,2.009,1.266,0.6970000000000001,2.468,5.144,5.309,0.0,5.747000000000001,4.686,2.659153595235668
4.52,1.097,0.9358873499002807,6.011,2.555,2.217,1.21,0.6018,2.4219999999999997,5.088,5.385,0.7181978798586572,5.608,5.499,2.7300737691465784
4.348,1.1159999999999999,0.9745921446821244,5.956,2.478,2.2569999999999997,1.217,0.6409,2.336,5.071000000000001,5.6160000000000005,0.9063604240282694,5.654,5.712000000000001,2.743071047392533
4.705,1.207,0.9787991875931943,5.931,2.583,2.231,1.145,0.7458,2.505,5.062,5.297000000000001,0.9575971731448762,5.659,5.77,2.7790163633948395
4.615,1.224,0.9745921446821244,6.011,2.488,2.2,1.147,0.5481,2.532,5.0089999999999995,5.314,0.7367491166077738,5.654,5.52,2.7332867717741585
4.373,1.079,1.0898651204454415,5.9270000000000005,2.516,2.123,1.156,0.5579,2.469,4.988,5.38,0.9328621908127219,5.791,5.742000000000001,2.7159689426048472
4.507,1.078,0.7389977416622068,5.906000000000001,2.48,2.233,1.1179999999999999,0.6995,2.399,5.063,5.414,0.5848056537102474,5.374,5.348,2.685108616281038
4.4430000000000005,1.03,1.0747197659655892,5.9510000000000005,2.489,2.106,1.115,0.5103,2.406,5.154,5.482,0.7226148409893992,5.773,5.504,2.7069695505795823
4.702,1.111,1.053684551410239,6.013,2.529,2.109,1.146,0.6116,2.471,5.01,5.409,0.9284452296819792,5.747999999999999,5.737,2.757810815091018
4.592,1.1440000000000001,0.8088346539859689,5.876,2.294,2.189,1.169,0.5493,2.379,5.046,5.273,0.6722614840989403,5.457000000000001,5.447,2.6660330115070754
4.67,1.127,0.9358873499002807,5.925,2.362,2.292,1.1159999999999999,0.5151,2.537,5.148,5.438,0.6439929328621911,5.608,5.415,2.725831690230206
4.43,1.075,1.1554949898581324,5.874,2.458,2.037,1.117,0.6384,2.283,5.081,5.599,0.7234982332155478,5.869,5.505,2.7059494352561404
4.498,1.056,1.0822924432055154,5.89,2.432,2.1590000000000003,1.199,0.6897,2.415,5.083,5.251,0.6475265017667843,5.782,5.419,2.7002099120810255
4.637,1.08,0.9830062305042642,5.931,2.399,2.061,1.104,0.5688,2.4659999999999997,5.267,5.269,0.15636042402826902,5.664,4.863,2.6601805545443775
4.562,1.167,0.8180901483903221,5.985,2.483,2.109,1.2009999999999998,0.5603,2.411,5.067,5.51,0.31978798586572454,5.468,5.048,2.6827648445213375
4.5760000000000005,1.067,0.9358873499002807,5.906000000000001,2.4,2.073,1.1520000000000001,0.7031,2.262,4.939,5.452999999999999,0.1439929328621911,5.608,4.849,2.634248356896873
4.677,1.089,1.1369840010494252,5.937,2.38,2.0580000000000003,1.1440000000000001,0.6433,2.256,5.146,5.507999999999999,0.545936395759717,5.847,5.303999999999999,2.710101699734095
4.482,1.028,0.7297422472578527,5.9239999999999995,2.2680000000000002,2.114,1.1079999999999999,0.6482,2.355,5.126,5.425,0.29593639575971736,5.3629999999999995,5.021,2.6253232202514645
4.55,0.9778,0.9140107267627178,5.947,2.544,2.068,1.1179999999999999,0.5579,2.354,4.973,5.3389999999999995,0.7606007067137818,5.582000000000001,5.547000000000001,2.675275952789708
4.446000000000001,1.0659999999999998,0.7978963424171863,5.928999999999999,2.3609999999999998,2.1109999999999998,1.036,0.6812,2.423,5.024,5.287999999999999,0.7941696113074207,5.444,5.585,2.6631054961437175
4.612,1.063,1.109217517836363,5.9,2.379,2.141,1.068,0.5786,2.2880000000000003,5.132000000000001,5.269,0.7508833922261491,5.814,5.5360000000000005,2.69089174250521
4.563,0.9179999999999999,0.7844338051017625,5.891,2.34,1.954,1.068,0.6348,2.41,5.033,5.347,0.11749116607773856,5.428,4.819,2.588393747598292
4.529,0.9827,0.7625571819641989,5.895,2.39,2.097,1.097,0.5774,2.375,5.11,5.524,0.5591872791519437,5.402,5.319,2.6582370384263454
4.711,0.9631,1.0435876484236724,5.897,2.371,2.068,0.9717,0.6116,2.4219999999999997,5.029,5.354,0.9204946996466432,5.736000000000001,5.728,2.6968735290058596
4.485,1.002,1.0006758107307578,5.937,2.307,2.065,1.046,0.5359,2.33,5.005,5.399,0.20848056537102458,5.685,4.922,2.610088031341815
4.645,0.8838,0.7415219674088496,5.803,2.3930000000000002,2.108,1.028,0.6116,2.3930000000000002,5.192,5.266,0.1696113074204949,5.377000000000001,4.878,2.6028777729024455
4.595,1.084,1.0393806055126016,5.874,2.299,2.05,1.056,0.6152,2.363,5.0,5.255,1.0,5.731,5.818,2.68588171712605
4.504,0.8521,0.9670194674421982,5.914,2.334,2.1069999999999998,1.099,0.5298,2.198,4.923,5.359,0.12279151943462922,5.645,4.825,2.5758092489064026
4.44,1.047,0.7087070327025027,5.861000000000001,2.301,2.144,0.9485,0.5859,2.336,5.132999999999999,5.5089999999999995,0.23498233215547712,5.337999999999999,4.952,2.6040907804048317
4.4319999999999995,0.9375,1.1706403443379847,5.867999999999999,2.352,2.096,0.9729,0.5969,2.363,5.131,5.476,0.9363957597173151,5.8870000000000005,5.746,2.6943613420046084
4.54,1.005,0.9922617249086182,5.862,2.231,2.01,1.101,0.6909,2.371,5.01,5.276,0.7084805653710246,5.675,5.4879999999999995,2.6498035241899704
4.656000000000001,1.0290000000000001,0.9729093275176967,5.916,2.3409999999999997,2.08,1.021,0.6812,2.311,4.998,5.292999999999999,0.875441696113075,5.652,5.6770000000000005,2.681212585302564
4.636,0.9265,0.9611296073667006,5.854,2.29,2.072,1.006,0.5713,2.324,5.156000000000001,5.53,0.4929328621908127,5.638,5.244,2.6516552057964593
4.425,0.9534,0.97795777901098,5.859,2.3080000000000003,2.142,1.068,0.48100000000000004,2.349,5.162000000000001,5.4110000000000005,0.557420494699647,5.6579999999999995,5.317,2.6411481894758864
4.49,0.9668,0.7810681707729061,5.916,2.2880000000000003,2.025,1.024,0.5261,2.301,5.247000000000001,5.417000000000001,0.4549469964664317,5.4239999999999995,5.2010000000000005,2.6197429306032785
4.562,1.003,0.779385353608479,5.847,2.1390000000000002,2.036,1.005,0.5811,2.3609999999999998,4.923,5.291,0.755300353356891,5.422000000000001,5.541,2.606898808913781
4.65,0.9961,0.9594467902022727,5.813,2.096,2.155,1.023,0.5066,2.275,5.039,5.343999999999999,0.07862190812720887,5.636,4.775,2.5779807248607898
4.617,1.016,0.8155659226436801,5.864,2.2230000000000003,1.9909999999999999,0.9973,0.6628,2.394,5.132999999999999,5.461,0.7667844522968195,5.465,5.553999999999999,2.6617875312450416
4.546,0.9644,0.9224248125848575,5.933,2.263,2.039,1.133,0.5786,2.2880000000000003,4.913,5.309,0.8286219081272085,5.5920000000000005,5.624,2.643170560059339
4.362,0.968,1.0242352510327493,5.82,2.244,2.015,1.0659999999999998,0.5529999999999999,2.3080000000000003,5.084,5.45,0.7835689045936394,5.712999999999999,5.5729999999999995,2.6398170129688654
4.438,0.9534,0.7448876017377052,5.852,2.311,2.041,0.9924,0.5432,2.4019999999999997,4.988,5.457999999999999,0.3807420494699648,5.381,5.117,2.5920524709339725
4.501,0.9985,0.7642399991286267,5.845,2.113,2.039,0.9570000000000001,0.6714,2.209,4.9910000000000005,5.521,0.5715547703180208,5.404,5.332999999999999,2.5984745641205538
4.42,0.9155,0.9880546819975483,5.854,2.266,1.996,1.077,0.6006,2.406,5.048,5.432,0.681095406360425,5.67,5.457000000000001,2.6403541740298313
1.207,2.214,-1.3359158220774947,2.531,0.2515,0.2173,0.1819,0.1428,0.1562,0.9436,0.9546,0.6775618374558301,2.908,5.452999999999999,0.6784621679481947
1.2570000000000001,2.251,-1.3426470907352066,2.5669999999999997,0.1794,0.2112,0.1978,0.04517,0.3577,0.9766,1.0959999999999999,0.9284452296819792,2.9,5.737,0.7270556782455645
1.139,2.2969999999999997,-1.3485369508107043,2.546,0.2502,0.09521,0.2258,0.1855,0.1477,0.9595,1.0290000000000001,0.6740282685512369,2.8930000000000002,5.449,0.6833667764783776
1.232,2.201,-1.213911577656466,2.556,0.2869,0.09521,0.1721,0.1733,0.1855,0.9485,0.9229,0.8215547703180219,3.053,5.6160000000000005,0.6984210993884631
1.25,2.307,-1.274492995575873,2.3609999999999998,0.2686,0.06226,0.01831,0.1636,0.1636,1.064,0.9546,0.7005300353356894,2.9810000000000003,5.479,0.6699172533133179
1.1540000000000001,2.269,-1.3855589284281202,2.437,0.1648,-0.1062,0.0708,0.1746,0.2026,0.9753,0.9473,0.22173144876325124,2.8489999999999998,4.937,0.5937810433612609
1.238,2.314,-1.3502197679751324,2.4219999999999997,0.2612,0.09766,-0.01587,0.127,0.1428,0.9851,0.9802,0.2340989399293292,2.891,4.9510000000000005,0.6196640976628497
1.219,2.384,-1.238312426540672,2.487,0.271,0.2783,0.1965,0.009766,0.2734,1.1,0.9448,0.5600706713780923,3.0239999999999996,5.32,0.7071270204031185
1.2409999999999999,2.3930000000000002,-1.3073079302822193,2.467,0.1562,0.2588,0.249,0.1648,0.3186,1.038,1.057,0.2818021201413428,2.9419999999999997,5.005,0.6931578491549271
1.249,2.316,-1.477272463889445,2.3569999999999998,0.1685,0.1624,0.1501,0.26,0.2222,0.9717,0.9436,0.4381625441696118,2.74,5.182,0.6467825066900139
1.178,2.45,-1.4276293575388197,2.339,0.2039,0.08301,0.1318,0.0647,0.1404,0.9802,0.9949,0.809187279151944,2.799,5.602,0.6622889934677604
1.2009999999999998,2.474,-1.2399952437050998,2.509,0.1892,0.127,0.3528,0.2185,0.2307,1.05,1.01,0.8621908127208491,3.022,5.662000000000001,0.7486996307513123
1.287,2.205,-1.362840896708342,2.545,0.1831,0.1318,0.2393,0.06713999999999999,0.3333,0.9631,0.9448,0.875441696113075,2.8760000000000003,5.6770000000000005,0.7010117332837277
1.216,2.1959999999999997,-1.3485369508107043,2.573,0.2747,0.1355,0.08301,0.06592,0.2368,0.9448,0.7043,0.19787985865724406,2.8930000000000002,4.91,0.6066144089872116
1.151,2.411,-1.4410918948542435,2.521,0.1733,-0.1758,0.1917,0.1172,0.2405,1.077,1.051,0.4284452296819792,2.783,5.171,0.6454377779023114
1.129,2.266,-1.5058803556847205,2.61,0.3198,0.09399,0.08545,0.1489,0.19899999999999998,0.9802,0.9912,0.503533568904594,2.7060000000000004,5.256,0.6517661011016561
1.216,2.2880000000000003,-1.367889348201626,2.572,0.2661,0.1807,0.2576,0.3113,0.2539,0.9692,1.085,0.5565371024734983,2.87,5.316,0.715703979522656
1.1840000000000002,2.556,-1.3384400478241367,2.506,0.2429,0.1782,0.2124,0.1575,0.2075,1.0270000000000001,1.08,0.02826855123674915,2.905,4.718,0.6701107086177176
1.156,2.253,-1.217277211985322,2.611,0.2258,0.2454,0.1379,0.1465,0.332,0.8899,0.9753,0.8144876325088339,3.049,5.608,0.714167535043626
1.178,2.397,-1.2290569321363176,2.5380000000000003,0.09399,0.2966,0.1514,0.1343,0.2026,0.9583,0.8057,0.7659010600706716,3.035,5.553,0.6910611773278629
1.145,2.333,-1.278700038486943,2.614,0.188,0.1416,0.1868,0.09644,0.2246,0.9143,1.005,0.8674911660777381,2.9760000000000004,5.667999999999999,0.7031275939658995
1.2930000000000001,2.214,-1.322453284762071,2.708,0.1404,0.2197,0.1428,0.1709,0.11599999999999999,1.011,1.072,0.12455830388692585,2.924,4.827,0.6574920849270712
1.229,2.206,-1.4419333034364574,2.417,0.2344,0.08423,0.1013,0.07812000000000001,0.09155,1.01,1.055,0.7818021201413435,2.782,5.571000000000001,0.6538724013920738
1.178,2.406,-1.191193545936688,2.687,0.2527,-0.09155,0.1782,0.2612,0.1709,1.222,1.1159999999999999,0.6501766784452304,3.08,5.422000000000001,0.7366194277090452
1.2009999999999998,2.244,-1.4032285086546137,2.588,0.1257,0.03418,0.003662,0.2234,0.2942,0.9839,0.9595,0.8162544169611313,2.8280000000000003,5.61,0.6725473256922099
1.288,2.246,-1.4074355515656838,2.693,0.2417,0.08179,0.1611,0.1416,0.1453,0.8984,0.9094,0.23498233215547712,2.823,4.952,0.6361530650491494
1.2890000000000001,2.371,-1.4040699172368278,2.773,0.2185,-0.08667000000000001,0.2039,0.04639,0.2234,0.929,1.072,0.3789752650176682,2.827,5.115,0.6678687789817368
1.273,2.2640000000000002,-1.4427747120186714,2.708,0.1074,0.1453,0.2173,0.1721,0.2759,0.8667,0.9570000000000001,0.0715547703180208,2.781,4.7669999999999995,0.6346233381916124
1.245,2.18,-1.3805104769348362,2.844,0.2087,0.2075,0.3394,0.1514,0.3198,1.013,0.8691,0.904593639575972,2.855,5.71,0.7418319302200947
1.304,2.354,-1.4570786579163095,2.815,0.1733,0.1538,0.07446,-0.009766,0.1416,0.9778,0.8643,0.39664310954063603,2.764,5.135,0.6490048709686941
1.266,2.294,-1.3813518855170503,2.786,0.3088,0.05981,0.2246,0.06713999999999999,0.2954,0.9802,0.9778,0.4593639575971737,2.8539999999999996,5.206,0.6948135060066769
1.263,2.195,-1.2046560832521123,2.957,0.2234,0.2148,0.09888,0.1733,0.155,0.9595,1.0659999999999998,0.7376325088339224,3.0639999999999996,5.521,0.7365713687984842
1.26,2.338,-1.4200566802988934,2.762,0.2124,0.1099,0.1892,0.05127,0.321,1.005,0.8508,0.09010600706713812,2.8080000000000003,4.788,0.6474682772306869
1.548,2.1919999999999997,-1.3207704675976426,2.717,0.3259,0.1599,0.1501,0.1453,0.2148,1.014,0.8228,0.7155477031802127,2.926,5.496,0.7237147696318807
2.385,2.198,-1.1583786112303427,3.7239999999999998,0.7214,0.1965,0.3149,0.2441,0.531,0.9387,0.9705,0.5114840989399293,3.1189999999999998,5.265,0.9647671239757988
3.0589999999999997,2.053,-0.7359915029589187,5.443,1.001,0.8081,0.5054,0.3552,0.7190000000000001,0.9375,0.8899,0.4187279151943466,3.6210000000000004,5.16,1.287819701019619
3.533,1.93,0.3023066874931461,5.397,1.2,1.376,0.6482,0.3552,0.99,0.9082,1.0190000000000001,0.5724381625441695,4.855,5.334,1.5192787375031094
3.655,1.7409999999999999,0.5488394020818448,5.406000000000001,1.262,1.685,0.7312,0.3625,1.224,1.1320000000000001,1.067,0.7659010600706716,5.148,5.553,1.6317033718460434
3.846,1.649,0.4049585345232529,5.604,1.2990000000000002,1.9180000000000001,0.6897,0.4883,1.155,1.445,1.472,0.31537102473498263,4.977,5.043,1.69052746327152
3.931,1.6380000000000001,0.6489670233653103,5.641,1.3130000000000002,2.229,0.7825,0.293,1.29,1.77,1.692,0.4620141342756182,5.267,5.209,1.8075400964700774
3.958,1.611,0.5606191222328416,5.6979999999999995,1.453,2.0340000000000003,0.6702,0.4639,1.37,2.307,1.9509999999999998,0.055653710247349594,5.162000000000001,4.749,1.8443644027066826
4.181,1.429,0.7701298592041251,5.656000000000001,1.442,2.198,0.7739,0.6201,1.45,2.952,1.982,0.34982332155477036,5.4110000000000005,5.082,1.9836627650632417
3.8510000000000004,1.3619999999999999,0.9123279095982892,5.881,1.469,2.28,0.8313,0.5957,1.4040000000000001,3.74,2.194,0.420494699646644,5.58,5.162000000000001,2.0784018841037444
4.106,1.47,0.9123279095982892,5.66,1.42,2.239,0.7874,0.5188,1.4169999999999998,3.9419999999999997,2.24,0.06360424028268559,5.58,4.758,2.0646776791567483
3.966,1.3719999999999999,0.8248214170480341,5.612,1.422,2.305,0.7947,0.45899999999999996,1.3940000000000001,4.365,2.195,0.7500000000000004,5.476,5.535,2.121626784754003
4.135,1.3219999999999998,0.5328526390197789,5.59,1.3459999999999999,2.283,0.7202,0.5103,1.416,4.736000000000001,2.406,0.5795053003533576,5.129,5.3420000000000005,2.1314048282810947
4.02,1.193,0.7877994394306188,5.841,1.4609999999999999,2.3680000000000003,0.7812,0.5164,1.3869999999999998,5.0169999999999995,2.512,0.5282685512367491,5.432,5.284,2.2010556658889473
4.144,1.035,0.9299974898247829,5.763,1.46,2.262,0.8655,0.4785,1.335,4.937,2.59,0.6819787985865721,5.601,5.457999999999999,2.2068313573676135
4.0,1.077,0.6262489916455324,5.6739999999999995,1.34,2.3209999999999997,0.7947,0.4102,1.4040000000000001,5.135,2.617,0.6307420494699653,5.24,5.4,2.169157586759625
4.26,1.172,0.8096760625681817,5.496,1.383,2.253,0.8069,0.3821,1.479,5.106,2.795,0.6086572438162546,5.457999999999999,5.375,2.2126111088653695
4.265,1.145,0.8820372006385852,5.806,1.355,2.28,0.7251,0.3418,1.382,4.994,2.7310000000000003,0.6492932862190818,5.544,5.421,2.213019207238139
4.211,1.0659999999999998,1.005724262224042,5.5760000000000005,1.392,2.218,0.8862,0.5481,1.359,5.184,2.6830000000000003,0.5901060070671381,5.691,5.354,2.226594189107599
3.998,1.022,0.5681917994727671,5.742000000000001,1.368,2.38,0.7056,0.4529,1.2429999999999999,5.015,2.778,0.697879858657244,5.171,5.476,2.1642143048441675
3.947,1.051,0.6944030868048661,5.8260000000000005,1.3259999999999998,2.2640000000000002,0.8057,0.5505,1.3730000000000002,5.122999999999999,2.716,0.39575971731448734,5.321000000000001,5.1339999999999995,2.1726969003432797
4.224,1.068,0.8786715663097295,5.73,1.364,2.2569999999999997,0.7214,0.498,1.453,5.215,2.733,0.4196113074204953,5.54,5.1610000000000005,2.213473572810852
